vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_0984	nD	nD	0.1555 +/-0.1794	0.0739 +/-0.03	nD	nD	nD	1.0942 +/-1.0846	16.0803 +/-6.4126	0.0063 +/-0	nD	nD	0.3717 +/-0	8.4417 +/-15.9806	nD	nD	nD	nD	nD	nD	0.2098 +/-0	8
vOTU_0985	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0375 +/-0.0331	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0986	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.148 +/-0.1687	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0987	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0212 +/-0.0117	nD	nD	nD	nD	nD	0.0062 +/-0	nD	2
vOTU_0988	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0214 +/-0.0251	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0989	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0432 +/-0.0408	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0990	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0538 +/-0.0488	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0991	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1085 +/-0.0861	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0992	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0227 +/-0.0273	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0993	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0099 +/-0.0032	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0994	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0888 +/-0.0767	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0996	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0308 +/-0.0154	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0997	nD	nD	nD	nD	0.0115 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0388 +/-0.0322	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0998	nD	nD	nD	nD	nD	nD	0.0043 +/-0.0025	nD	0.002 +/-0	nD	nD	nD	nD	0.0164 +/-0.0183	nD	nD	nD	nD	nD	nD	nD	3
vOTU_0999	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0502 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1000	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0.0067	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1001	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0225 +/-0.0272	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1002	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3049 +/-0.4839	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1003	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0068 +/-0.0032	nD	nD	nD	0.0034 +/-0	nD	nD	nD	2
vOTU_1004	nD	nD	nD	nD	nD	0.0014 +/-0	nD	nD	nD	nD	nD	nD	nD	0.037 +/-0.0398	nD	nD	nD	nD	nD	nD	nD	2
vOTU_1005	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0065 +/-0.0035	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1006	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0071	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1007	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0445 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1008	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0085 +/-0.0058	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1009	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.057 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1010	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0057 +/-0.0031	nD	nD	nD	nD	nD	0.018 +/-0	nD	2
vOTU_1011	nD	nD	0.0133 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0135 +/-0.0149	nD	nD	nD	nD	nD	nD	nD	2
vOTU_1012	nD	nD	0.004 +/-3e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0374 +/-0	nD	nD	nD	nD	nD	nD	nD	2
vOTU_1013	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0104 +/-0.0048	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1735 +/-0.2276	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1015	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2382 +/-0.2718	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1016	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0298 +/-0	nD	0.0275 +/-0.0031	nD	nD	nD	nD	nD	2
vOTU_1017	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0153 +/-0.0103	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1018	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.012 +/-0.012	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1019	nD	nD	nD	nD	nD	nD	nD	0.3953 +/-0.5837	nD	nD	nD	nD	nD	0.395 +/-0.3581	nD	nD	nD	nD	nD	nD	nD	2
vOTU_1020	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0.0054	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1021	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0099 +/-0.0037	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1022	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2059 +/-0.1979	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1023	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0897 +/-0.0834	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1024	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0126 +/-0.0123	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1025	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0075 +/-0.0021	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1026	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0064	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1027	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2159 +/-0.2195	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1028	nD	nD	nD	nD	nD	nD	nD	nD	0.7867 +/-0.7568	0.1539 +/-0.0951	nD	nD	nD	0.5059 +/-0.8101	nD	nD	nD	nD	nD	nD	0.0374 +/-0	4
vOTU_1029	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0085 +/-0.0028	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1030	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0954 +/-0.1692	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1031	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0108	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1032	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0283 +/-0.041	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1033	0.0116 +/-0	nD	nD	nD	nD	7e-04 +/-0	nD	0.0054 +/-0	0.0098 +/-0.0023	nD	nD	nD	nD	0.0105 +/-0.0095	nD	nD	nD	nD	nD	nD	0.005 +/-0	6
vOTU_1034	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0107 +/-0.002	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1035	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0095 +/-0.0046	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1036	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0.005	nD	nD	nD	nD	nD	nD	0.0046 +/-0.0012	2
vOTU_1037	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0215 +/-0.0247	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1038	nD	nD	nD	nD	nD	0.0037 +/-0.0026	nD	nD	nD	0.0074 +/-0.0061	nD	nD	nD	0.0104 +/-0.0016	nD	nD	nD	nD	nD	nD	nD	3
vOTU_1039	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0352 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1040	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0098 +/-0.0079	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1041	0.0161 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0111 +/-0.0021	nD	nD	nD	nD	nD	nD	0.0026 +/-4e-04	3
vOTU_1042	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0096 +/-0.0055	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1043	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0715 +/-0.0799	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1044	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0228 +/-0.025	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1045	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0133 +/-0.0133	nD	nD	nD	nD	nD	nD	nD	1
vOTU_1046	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4252 +/-0.5322	nD	nD	nD	1
vOTU_1047	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0674 +/-0.0133	nD	nD	nD	1
vOTU_1048	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1574 +/-0	nD	nD	nD	1
vOTU_1049	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1852 +/-0.1958	nD	nD	nD	1
vOTU_1050	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4171 +/-0.6325	nD	nD	nD	1
vOTU_1051	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3257 +/-0.34	nD	nD	nD	1
vOTU_1052	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.8046 +/-1.8308	nD	nD	nD	1
vOTU_1053	nD	0.4327 +/-0.693	nD	nD	nD	nD	1.6196 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4981 +/-0.24	nD	0.0142 +/-0.016	nD	4
vOTU_1054	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2.8206 +/-5.3139	nD	nD	nD	1
vOTU_1055	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0139 +/-0.0054	nD	nD	nD	1
vOTU_1056	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0407 +/-0.0455	nD	nD	nD	1
vOTU_1057	nD	nD	0.4297 +/-0.3328	nD	nD	0.0037 +/-0.0022	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1551 +/-0.1811	nD	nD	nD	3
vOTU_1058	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0379 +/-0	nD	nD	nD	1
vOTU_1059	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0375 +/-0	nD	nD	nD	1
vOTU_1060	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0316 +/-0	nD	nD	nD	1
vOTU_1061	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0734 +/-0.1195	nD	nD	nD	1
vOTU_1062	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0997 +/-0.123	nD	nD	nD	1
vOTU_1063	nD	nD	nD	nD	nD	nD	nD	0.0586 +/-0.041	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0258 +/-0.0342	nD	nD	nD	2
vOTU_1064	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0545 +/-0.0724	nD	nD	nD	1
vOTU_1065	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0405 +/-0.0562	nD	nD	nD	1
vOTU_1066	nD	nD	nD	0.0053 +/-0.0019	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0302 +/-0.0243	nD	nD	nD	2
vOTU_1067	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4756 +/-0.3665	nD	nD	nD	1
vOTU_1068	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0194 +/-0	nD	nD	nD	1
vOTU_1069	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0274 +/-0.0345	nD	nD	nD	1
vOTU_1070	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0119 +/-0.0158	nD	nD	nD	1
vOTU_1071	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0188 +/-0	nD	nD	nD	1
vOTU_1072	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0565 +/-0	nD	nD	nD	1
vOTU_1073	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0211 +/-0.0154	nD	nD	nD	nD	nD	nD	nD	0.0716 +/-0.0869	nD	nD	nD	2
vOTU_1074	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0231 +/-0	nD	nD	nD	1
vOTU_1075	nD	nD	0.0362 +/-0	nD	nD	nD	0.0437 +/-0.029	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0074 +/-0.0019	nD	nD	nD	3
vOTU_1076	nD	nD	nD	nD	nD	nD	nD	nD	0.0057 +/-0.004	nD	nD	0.0134 +/-0.014	nD	nD	nD	nD	nD	0.0061 +/-0.005	nD	nD	nD	3
vOTU_1077	0.0386 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0607 +/-0.0835	nD	nD	0.0058 +/-0.0024	0.0125 +/-0.0142	nD	nD	nD	4
vOTU_1078	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0129 +/-0.0157	nD	nD	nD	1
vOTU_1079	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0046 +/-0.0034	nD	nD	nD	1
vOTU_1080	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0099 +/-0	nD	nD	nD	1
vOTU_1081	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0059 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0502 +/-0	0.0016 +/-0	nD	nD	3
vOTU_1082	0.0384 +/-0.0361	nD	nD	nD	0.0067 +/-0	nD	nD	nD	nD	nD	0.009 +/-0.0057	nD	nD	nD	nD	nD	nD	0.0134 +/-0.0135	nD	nD	nD	4
vOTU_1083	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0367 +/-0.0491	nD	nD	nD	1
vOTU_1084	nD	nD	nD	nD	nD	nD	nD	nD	0.0052 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0084 +/-0.0088	nD	nD	nD	2
vOTU_1085	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0088	nD	0.0063 +/-0.0041	nD	2
vOTU_1086	nD	nD	nD	nD	nD	nD	nD	nD	0.007 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.01 +/-0.0097	nD	nD	nD	2
vOTU_1087	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3.0216 +/-4.7861	nD	nD	nD	1
vOTU_1088	nD	nD	0.2477 +/-0.1119	nD	nD	nD	nD	nD	0.0445 +/-0.0485	0.0091 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0167 +/-0.0127	nD	nD	nD	4
vOTU_1089	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0943 +/-0.0404	nD	nD	nD	1
vOTU_1090	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.258 +/-0.3516	nD	nD	nD	nD	nD	0.0058 +/-0.0021	nD	nD	nD	2
vOTU_1091	nD	nD	nD	0.005 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0203 +/-0.0273	nD	nD	nD	2
vOTU_1092	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.0035 +/-0.7307	nD	nD	nD	nD	nD	0.0628 +/-0.0884	nD	nD	nD	2
vOTU_1093	nD	nD	nD	nD	nD	0.0063 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0108 +/-0	nD	nD	nD	2
vOTU_1094	nD	nD	nD	0.0214 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0379 +/-0.0152	nD	nD	nD	2
vOTU_1095	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0062 +/-0.0032	nD	nD	nD	0.012 +/-0.0117	nD	nD	nD	2
vOTU_1096	nD	nD	nD	nD	nD	nD	nD	nD	0.0064 +/-0	nD	0.0208 +/-0	nD	nD	nD	nD	nD	nD	0.0056 +/-0.0031	nD	nD	nD	3
vOTU_1097	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0	nD	nD	nD	1
vOTU_1098	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.006 +/-0	nD	nD	nD	0.0087 +/-0.0089	nD	nD	nD	2
vOTU_1099	0.3041 +/-0.3298	0.056 +/-0	nD	nD	0.0062 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3477 +/-0	nD	0.0109 +/-0.0088	nD	5
vOTU_1100	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0052 +/-0.0043	nD	nD	nD	1
vOTU_1101	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0085 +/-0	nD	nD	nD	1
vOTU_1102	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0107 +/-0	nD	nD	nD	nD	nD	0.0144 +/-0.0055	nD	nD	nD	2
vOTU_1103	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0172 +/-0	nD	0.0083 +/-0.0049	nD	0.01 +/-0	nD	3
vOTU_1104	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0142 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1105	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0047 +/-0.0051	nD	nD	nD	nD	nD	nD	1
vOTU_1106	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.004 +/-6e-04	nD	nD	nD	nD	nD	nD	1
vOTU_1107	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0029 +/-0	0.0013 +/-0	nD	0.0058 +/-0.0064	nD	0.002 +/-0	nD	nD	nD	nD	4
vOTU_1108	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0016 +/-0.001	nD	nD	nD	nD	0.0069 +/-0	nD	2
vOTU_1109	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0018 +/-0.0015	nD	nD	nD	nD	nD	nD	1
vOTU_1110	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.007 +/-0.0057	nD	nD	nD	nD	nD	nD	1
vOTU_1111	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0095 +/-0.0071	nD	nD	nD	nD	nD	nD	1
vOTU_1112	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0063 +/-0.0074	nD	nD	nD	nD	nD	nD	1
vOTU_1113	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0026 +/-4e-04	nD	nD	nD	nD	nD	nD	1
vOTU_1114	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0041 +/-0.0036	nD	nD	nD	nD	nD	nD	1
vOTU_1115	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0042 +/-0.0053	nD	nD	nD	nD	nD	nD	1
vOTU_1116	nD	nD	nD	nD	0.0073 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0033 +/-0.0033	nD	nD	nD	0.0043 +/-0.0026	nD	nD	3
vOTU_1117	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0035 +/-0.0039	nD	nD	nD	nD	nD	nD	1
vOTU_1118	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0043 +/-0.0056	nD	nD	nD	nD	nD	nD	1
vOTU_1119	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.004 +/-0.005	nD	nD	nD	nD	nD	nD	1
vOTU_1120	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0142 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1121	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0039 +/-0.0044	nD	nD	nD	nD	nD	nD	1
vOTU_1122	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.004 +/-0.0053	nD	nD	nD	nD	nD	nD	1
vOTU_1123	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0053 +/-0	nD	nD	0.0025 +/-0.0017	nD	nD	nD	nD	nD	nD	2
vOTU_1124	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0031 +/-0.0017	nD	nD	nD	nD	nD	nD	1
vOTU_1125	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0027 +/-0.0026	nD	nD	nD	nD	nD	nD	1
vOTU_1126	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0035 +/-0.0034	nD	nD	nD	nD	nD	nD	1
vOTU_1127	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0047 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1128	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1129	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0024 +/-0.0021	nD	nD	nD	nD	nD	nD	1
vOTU_1130	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0038 +/-0.0044	nD	nD	nD	nD	nD	nD	1
vOTU_1131	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.002 +/-0.0012	nD	nD	nD	nD	nD	nD	1
vOTU_1132	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0097 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1133	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0167 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_1134	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.002 +/-0.001	nD	nD	nD	nD	nD	nD	1
vOTU_1135	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0053 +/-0.0067	nD	nD	nD	nD	0.0039 +/-0.001	nD	2
vOTU_1136	nD	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0034 +/-0.0027	nD	nD	nD	nD	nD	nD	2
vOTU_1137	nD	nD	0.0313 +/-0	nD	nD	nD	0.0056 +/-0.0019	nD	nD	0.0021 +/-0	nD	nD	nD	0.0319 +/-0.0242	0.0066 +/-0	nD	nD	nD	nD	0.0113 +/-0.0025	0.0071 +/-0.0025	7
vOTU_1138	nD	nD	0.0163 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0015 +/-2e-04	nD	nD	nD	nD	nD	nD	2
vOTU_1139	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0025 +/-0.0013	nD	nD	nD	nD	nD	nD	1
vOTU_1140	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0043 +/-0.0031	nD	nD	nD	nD	nD	nD	1
vOTU_1141	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0013 +/-7e-04	nD	nD	nD	nD	nD	nD	1
vOTU_1142	nD	nD	nD	nD	nD	nD	nD	0.0077 +/-0	nD	nD	nD	nD	nD	nD	0.0041 +/-0.0034	nD	nD	nD	0.0129 +/-0	nD	0.0051 +/-0	4
vOTU_1143	nD	nD	0.1113 +/-0.1383	nD	nD	0.0023 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0026 +/-0.0029	nD	nD	nD	nD	nD	nD	3
